Karmn_1a,SpTnum_1,M_Msol,eM_Msol,Karmn_1,d_pc_1,ed_pc_1,L_Lsol_1,eL_Lsol,F_bol_E-13_ergcm-2s-1,F_x/F_bol,L_x_E28_ergs-1,eL_x_E28_ergs-1,SpTnum_2,SKG,Ref14,SKG_lit,vsini_kms-1,evsini_kms-1,P_d,eP_d,g_mag_1,eg_mag_1,GG_mag,eGG_mag,RP_mag,eRP_mag,L_x/L_Lsol,Karmn_2,Name,B_mag,eB_mag,Ref25,g_mag_2,eg_mag_2,V_mag,eV_mag,Ref29
J22129+550,0.0,,,J22129+550,54.392,0.452,0.297,0.015,32262.20673456658,3.419790866490716E-4,39.06297035578862,4.393831998822052,0.0,,,,,,,,11.514,0.04,10.2216,0.0028,9.3196,0.0038,3.4197908664907156E-4,J22129+550,LF 4 +54 152,12.095,0.05,UCAC4,11.514,0.04,10.841,0.07,UCAC4
J22135+259,3.5,0.313,0.015,J22135+259,20.719,0.011,0.01,0.0,7486.34915065581,5.388474193109168E-4,2.0724071283478764,0.3483123464510285,3.5,,,,,,,,14.446,0.05,12.3803,0.0029,11.169,0.0039,5.388474193109169E-4,J22135+259,LP 399-165,15.331,0.05,UCAC4,14.446,0.05,13.682,0.07,UCAC4
J22142+255,4.3,,,J22142+255,41.234,0.835,0.0,0.0,0.0,Infinity,6.798123668029004,1.460955594418461,4.3,,,,,,,,15.258,0.05,13.2726,0.0074,11.8971,0.0039,Infinity,J22142+255,2MASS J22141765+2534066,16.165,0.09,UCAC4,15.258,0.05,14.509,0.06,UCAC4
J22154+662,3.5,0.3899,0.0166,J22154+662,17.91,0.008,0.015,0.0,15028.22704877519,7.692191596306942E-5,0.4437625232720819,0.16238023174155014,3.5,,,,3.0,,,,13.586,0.01,11.614,0.0029,10.4171,0.0041,7.692191596306942E-5,J22154+662,G 264-022,14.49,0.02,UCAC4,13.586,0.01,12.892,0.01,UCAC4
J22173-088N,4.0,,,J22173-088N,11.051,0.027,0.0,0.0,0.0,Infinity,3.103099200795071,0.39738728811174423,4.0,,,,,,9.729999542236328,,14.019,0.01,12.0864,0.0031,10.82,0.0052,Infinity,J22173-088N,FG Aqr A,14.975,0.03,UCAC4,14.019,0.01,13.295,0.03,UCAC4
J22231-176,4.5,0.17679,0.00862,J22231-176,7.234,0.003,0.004,0.0,24564.65342274653,5.345892630148965E-4,0.8224121612845963,0.1318289384110145,4.5,,,,2.0,,,,14.11,0.03,11.5507,0.0029,10.2278,0.004,5.345892630148963E-4,J22231-176,LP 820-012,15.135,0.1,UCAC4,14.11,0.03,13.316,0.03,UCAC4
J22234+324,3.0,,,J22234+324,15.233,0.016,0.0,0.0,0.0,Infinity,29.791978221811853,1.1355064995787272,3.0,,,,16.2,0.6,0.8539,,11.503,0.02,10.3653,0.0029,8.7286,0.0281,Infinity,J22234+324,Wolf 1225 A,12.282,0.01,UCAC4,11.503,0.02,10.762,0.03,UCAC4
J22250+356,2.0,0.396,0.016,J22250+356,19.211,0.016,0.021,0.0,18286.348305433392,1.4579181391736015E-4,1.1775021484098631,0.29017965108139643,2.0,UMa,Karmn,,2.3,1.0,22.9,,12.886,0.01,11.0999,0.0028,10.0031,0.0038,1.4579181391736012E-4,J22250+356,1RXS J222501.1+354008,13.631,0.02,UCAC4,12.886,0.01,12.104,0.04,UCAC4
J22270+068,3.5,0.2519,0.0125,J22270+068,13.759,0.005,0.006,0.0,10185.566456492597,1.848694448419391E-4,0.4266047346254536,0.18600237682860282,3.5,,,,,,,,14.026,0.01,11.9157,0.0028,10.697,0.0039,1.8486944484193908E-4,J22270+068,G 18-49,14.859,0.04,UCAC4,14.026,0.01,13.337,0.04,UCAC4
J22279+576,3.0,,,J22279+576,4.01,0.003,0.0,0.0,0.0,Infinity,0.5226995994711395,0.03552401937946778,3.0,,,,2.5,,,,10.527,0.02,8.6694,0.0029,7.3118,0.0136,Infinity,J22279+576,HD 239960A,11.282,0.04,UCAC4,10.527,0.02,9.689,0.03,UCAC4
J22300+488,4.5,,,J22300+488,33.505,0.034,0.0,0.0,0.0,Infinity,19.107861571964627,1.8270894179729213,4.5,,,,21.6,,0.82,,14.743,0.01,12.8452,0.0028,11.5921,0.0047,Infinity,J22300+488,PM J22300+4851A,15.524,0.06,UCAC4,14.743,0.01,13.939,0.01,UCAC4
J22333-096,3.0,,,J22333-096,26.082,0.045,0.0,0.0,0.0,Infinity,19.468641120832824,2.4097674804160216,3.0,,,,15.0,,,,13.162,0.031,12.0225,0.0029,10.4916,0.0968,Infinity,J22333-096,StKM 1-2018A,13.962,0.086,APASS9,13.162,0.031,12.377,0.044,APASS9
J22353+746,0.0,0.7772,0.0306,J22353+746,39.284,0.341,0.108,0.004,22490.546887853223,1.0786754676765367E-4,4.480472832797921,0.9769867858668099,0.0,HS,Karmn,,,,15.645400047302246,,12.05,0.01,10.6145,0.0028,9.6573,0.0038,1.0786754676765368E-4,J22353+746,G 242-003,12.71,0.01,UCAC4,12.05,0.01,11.322,0.01,UCAC4
J22374+395,3.0,,,J22374+395,21.328,0.257,0.0,0.0,0.0,Infinity,0.7256579818211363,0.2580359359889638,3.0,,,,,,,,10.237,0.01,8.8402,0.004,7.8338,0.0038,Infinity,J22374+395,BD+38 4818,10.698,0.04,UCAC4,10.237,0.01,9.405,0.05,UCAC4
J22385-152,5.5,,,J22385-152,3.45,0.05,0.0,0.0,0.0,Infinity,0.1537240254861161,0.0274914164342927,5.5,,,,,,,,13.153,0.02,10.8404,0.0281,8.779,0.0046,Infinity,J22385-152,EZ Aqr,14.329,0.02,UCAC4,13.153,0.02,12.379,0.03,UCAC4
J22387-206S,1.5,,,J22387-206S,8.898,0.004,0.0,0.0,0.0,Infinity,26.311088396950968,0.8903804961383343,1.5,,,,7.02,0.3,4.23,,10.147,0.104,8.1704,0.0028,7.0828,0.004,Infinity,J22387-206S,FK Aqr,10.514,0.001,APASS9,10.147,0.104,9.335,0.99,UCAC4
J22415+188,0.0,0.7741,0.0351,J22415+188,30.908,0.204,0.119,0.007,40032.50812314094,9.554734956695507E-5,4.372953867325487,1.0666577857198691,0.0,HS,Karmn,,,,,,11.396,0.01,10.0532,0.0028,9.1003,0.0038,9.554734956695509E-5,J22415+188,BD+18 5029,12.081,0.032,APASS9,11.396,0.01,10.738,0.042,APASS9
J22415+260,3.5,,,J22415+260,30.299,0.025,0.0,0.0,0.0,Infinity,6.625940620958347,1.2183995633353424,3.5,,,,,,,,13.742,0.03,11.7844,0.0028,10.6126,0.004,Infinity,J22415+260,2MASS J22413577+2602128,14.576,0.04,UCAC4,13.742,0.03,12.988,0.04,UCAC4
J22433+221,4.5,0.2412,0.0125,J22433+221,19.754,0.009,0.005,0.0,4117.8220164463555,7.346116668680062E-4,1.4126582038118038,0.35631675758478765,4.5,,,,,,3.0489,,15.75,0.02,13.3534,0.0028,12.0571,0.004,7.346116668680063E-4,J22433+221,G 127-050,16.774,0.02,UCAC4,15.75,0.02,15.022,0.05,UCAC4
J22437+192,3.0,0.6142,0.0301,J22437+192,37.604,0.538,0.039,0.002,8863.478358231729,9.680172475106908E-4,14.519678201887324,2.3759474374923357,3.0,,,,20.0,,,,13.841,0.06,11.9863,0.0033,10.8159,0.004,9.680172475106907E-4,J22437+192,RX J2243.7+1916,14.631,0.08,UCAC4,13.841,0.06,13.127,0.04,UCAC4
J22468+443,3.5,0.3356,0.0116,J22468+443,5.052,0.001,0.013,0.0,163690.8230639924,0.0025215096247545063,12.607044081960861,0.22938671341642153,3.5,UMa,Karmn,,3.5,1.5,4.349078,0.004306093,10.985,0.01,9.0052,0.0028,7.792,0.0039,0.0025215096247545067,J22468+443,EV Lac,11.848,0.09,UCAC4,10.985,0.01,10.262,0.06,UCAC4
J22489+183,4.5,0.235,0.0121,J22489+183,18.786,0.011,0.005,0.0,4553.1195526365545,5.369944507226881E-4,1.032640305658419,0.2990222334558936,4.5,,,,,,,,15.251,0.01,13.0136,0.0028,11.7606,0.0039,5.36994450722688E-4,J22489+183,2MASS J22485459+1819592,16.115,0.08,UCAC4,15.251,0.01,14.535,0.04,UCAC4
J22509+499,4.0,0.3986,0.0173,J22509+499,29.217,0.02,0.013,0.0,4894.178570022205,9.311062306001249E-4,4.655345027805335,1.0031925884349935,4.0,LA,Karmn,,,,0.6843000054359436,,15.075,0.008,12.9395,0.0028,11.6675,0.0039,9.311062306001248E-4,J22509+499,2MASS J22505505+4959132,16.393,0.0,APASS9,15.075,0.008,14.641,0.0,APASS9
J22518+317,3.0,0.3459,0.0532,J22518+317,15.105,0.01,0.026,0.0,36621.79159224736,0.0010004426024869115,10.004026054234954,0.6523177388082182,3.0,IC?,Lafr07,IC?,13.2,0.9,1.63,0.01,12.362,0.05,10.501,0.0029,9.3365,0.004,0.0010004426024869117,J22518+317,GT Peg,13.132,0.06,UCAC4,12.362,0.05,11.603,0.05,UCAC4
J22565+165,1.5,0.5278,0.0135,J22565+165,6.867,0.001,0.051,0.001,347571.1516813942,8.487470934837173E-6,0.16647834428539596,0.04074486884999576,1.5,,,,2.0,,39.5,0.2,9.82,0.02,7.795,0.0028,6.7478,0.0039,8.487470934837175E-6,J22565+165,HD 216899,10.072,0.01,UCAC4,9.82,0.02,9.142,0.02,UCAC4
J23028+436,4.0,0.2122,0.0115,J23028+436,12.907,0.004,0.004,0.0,7716.441753975135,3.715443198310785E-4,0.5715838087769043,0.11762623650954394,4.0,UMa,Karmn,,29.0,1.5,0.3476000130176544,,14.678,0.03,12.3924,0.0028,11.124,0.004,3.715443198310787E-4,J23028+436,LSPM J2302+4338,15.629,0.01,UCAC4,14.678,0.03,13.894,0.05,UCAC4
J23045+667,0.5,0.7193,0.0259,J23045+667,20.323,0.004,0.103,0.003,80143.67544918977,2.5541627831047318E-5,1.0118009377445718,0.26246523414658907,0.5,,,,5.3,,,,10.832,0.085,9.2061,0.0028,8.2775,0.0038,2.5541627831047315E-5,J23045+667,BD+65 1846,11.437,0.025,APASS9,10.832,0.085,9.871,0.016,APASS9
J23051+452,3.5,,,J23051+452,45.245,0.32,0.0,0.0,0.0,Infinity,21.769531110489563,3.228926642534339,3.5,,,,,,1.28,,14.075,0.02,12.3559,0.0028,11.0101,0.0043,Infinity,J23051+452,LSPM J2305+4517,14.86,0.02,UCAC4,14.075,0.02,13.363,0.01,UCAC4
J23060+639,0.0,0.6504,0.0234,J23060+639,24.029,0.007,0.069,0.001,38404.78799900153,9.693322923994112E-4,25.723558131913403,1.4248254252131758,0.0,LA,Karmn,AB Dor,7.0,1.4,2.837899923324585,,11.675,0.01,10.1436,0.0033,9.1698,0.0055,9.69332292399411E-4,J23060+639,MCC 858,12.34,0.01,UCAC4,11.675,0.01,10.961,0.01,UCAC4
J23063+126,0.5,,,J23063+126,55.293,0.507,0.0,0.0,0.0,Infinity,72.17768392621309,7.065195534820848,0.5,,,,,,5.0,,12.152,0.01,11.1674,0.0032,9.6969,0.0052,Infinity,J23063+126,LP 521-079,12.824,0.01,UCAC4,12.152,0.01,11.48,0.01,UCAC4
J23083-154,0.0,0.6179,0.0227,J23083-154,24.938,0.015,0.07,0.002,36172.828805608624,9.640661858667168E-4,25.95458996640476,3.241997790432981,0.0,Cas,Cab10,Cas,69.4,0.7,0.431300014257431,,11.673,0.05,10.1858,0.0033,9.2092,0.0057,9.640661858667171E-4,J23083-154,HK Aqr,12.307,0.04,UCAC4,11.673,0.05,10.886,0.03,UCAC4
J23088+065,0.0,0.7291,0.0265,J23088+065,33.094,0.416,0.106,0.003,31103.90747359804,2.007143326225758E-4,8.182641529999662,1.4574879454169025,0.0,,,,4.5,1.2,,,11.687,0.01,10.2056,0.0028,9.2643,0.0038,2.0071433262257575E-4,J23088+065,StKM 1-2100,12.33,0.01,UCAC4,11.687,0.01,10.923,0.01,UCAC4
J23174+196,3.5,,,J23174+196,16.455,0.206,0.0,0.0,0.0,Infinity,7.1936677551268575,0.5871588191450022,3.5,,,,6.7,1.0,,,12.81,0.03,10.8461,0.0033,9.6464,0.0039,Infinity,J23174+196,G  68-5,13.587,0.03,UCAC4,12.81,0.03,12.052,0.01,UCAC4
J23194+790,3.5,,,J23194+790,18.925,0.008,0.0,0.0,0.0,Infinity,105.4180306998115,1.8683586541177413,3.5,,,,25.4,,1.05,,12.826,0.001,10.9153,0.0028,9.7069,0.0044,Infinity,J23194+790,HD 220140B,,,,12.826,0.001,,,
J23228+787,5.0,0.1976,0.0114,J23228+787,18.927,0.011,0.003,0.0,2691.3201000334593,7.72111822981858E-4,0.8908626291001522,0.19249148609153982,5.0,,,,,,1.044,,16.779,0.076,14.0205,0.0029,12.6342,0.004,7.721118229818582E-4,J23228+787,NLTT 56725,,,,16.779,0.076,,,
J23245+578,1.0,0.5407,0.0126,J23245+578,13.232,0.002,0.054,0.0,99117.51984141514,1.4719900112021411E-5,0.3057087814163032,0.11251927123515339,1.0,,,,2.0,,,,10.961,0.17,9.1446,0.0028,8.1066,0.0038,1.4719900112021411E-5,J23245+578,BD+57 2735,11.483,0.03,UCAC4,10.961,0.17,10.113,0.09,UCAC4
J23256+531,4.5,0.3323,0.0151,J23256+531,25.436,0.024,0.009,0.0,4470.4628763731225,0.001053134834870849,3.645320760498914,0.8215134108378956,4.5,,,,,,24.8,0.06,15.318,0.01,13.0596,0.0029,11.7829,0.0042,0.001053134834870849,J23256+531,FZ And,,,,15.318,0.01,,,
J23261+170,4.0,,,J23261+170,21.657,0.21,0.0,0.0,0.0,Infinity,1.9499703370116759,0.46083063275238706,4.0,,,,,,,,14.605,0.0,12.6074,0.0039,11.1535,0.0038,Infinity,J23261+170,PM J23261+1700,15.475,0.01,UCAC4,14.605,0.0,13.847,0.01,UCAC4
J23262+278,3.0,,,J23262+278,25.803,0.267,0.0,0.0,0.0,Infinity,17.337279580316142,1.4748519009236636,3.0,,,,24.0,,,,12.967,0.04,11.1401,0.003,9.9801,0.004,Infinity,J23262+278,GSC 02245-00754,13.748,0.03,UCAC4,12.967,0.04,12.195,0.04,UCAC4
J23293+414S,4.0,,,J23293+414S,15.053,0.182,0.0,0.0,0.0,Infinity,16.12724972867837,0.8563669359629431,4.0,,,,14.5,,,,13.121,0.001,11.0783,0.003,9.8024,0.0038,Infinity,J23293+414S,G 190-027,,,,13.121,0.001,,,
J23301-026,6.0,0.4626,0.0201,J23301-026,45.493,0.144,0.016,0.0,2484.497199314073,6.761931339716268E-4,4.161022266845746,1.736236069615067,6.0,bet Pic?,AF15b,bet Pic?,,,,,16.544,0.004,13.9726,0.0029,12.6535,0.0042,6.761931339716269E-4,J23301-026,2MASS J23301129-0237227,17.479,0.0,APASS9,16.544,0.004,15.79,0.0,APASS9
J23302-203,3.0,,,J23302-203,15.906,0.019,0.0,0.0,0.0,Infinity,11.996952721190555,0.9928073949056757,3.0,,,,3.9,1.2,,,11.786,0.02,9.9371,0.0029,8.7766,0.0041,Infinity,J23302-203,GJ 1284,12.582,0.05,UCAC4,11.786,0.02,11.108,0.05,UCAC4
J23308+157,1.0,,,J23308+157,22.727,0.011,0.0,0.0,0.0,Infinity,1.0310550541065815,0.3863365800051082,1.0,,,,,,,,12.315,0.01,10.7425,0.0028,9.7185,0.0038,Infinity,J23308+157,LP 462-052,13.021,0.01,UCAC4,12.315,0.01,11.585,0.01,UCAC4
J23317-027,4.5,0.5925,0.0246,J23317-027,34.927,0.042,0.025,0.0,6586.05200723767,0.001814136897354213,17.44292652798061,2.5898688171719795,4.5,LA,Karmn,bet Pic?,4.7,,1.0791000127792358,,15.189,0.01,12.7916,0.0029,11.4789,0.0041,0.0018141368973542127,J23317-027,AF Psc,16.062,0.07,UCAC4,15.189,0.01,14.562,0.01,UCAC4
J23318+199E,3.5,,,J23318+199E,6.263,0.001,0.0,0.0,0.0,Infinity,8.70474036755651,0.26179846606590607,3.5,,,,14.5,0.8,15.3,0.1,11.006,0.01,9.044,0.0029,7.8464,0.004,Infinity,J23318+199E,V* EQ Peg A,11.77,0.02,UCAC4,11.006,0.01,10.173,0.02,UCAC4
J23327-167,2.0,,,J23327-167,14.548,0.006,0.0,0.0,0.0,Infinity,15.91638366755638,0.9561481495390413,2.0,,,,7.1,1.2,,,11.016,0.01,10.0575,0.0039,8.2098,0.0087,Infinity,J23327-167,BD-17  6768,11.785,0.04,UCAC4,11.016,0.01,10.322,0.04,UCAC4
J23350+016,0.0,,,J23350+016,20.849,0.01,0.0,0.0,0.0,Infinity,13.401446464805378,1.2354800259480139,0.0,,,,4.5,1.2,,,10.676,0.001,9.0392,0.0028,8.0411,0.0042,Infinity,J23350+016,BD+00 5017,10.829,0.04,UCAC4,10.676,0.001,9.312,0.01,UCAC4
J23389+210,3.5,0.4823,0.0223,J23389+210,39.368,0.043,0.022,0.001,4561.877684088879,4.916835096961968E-4,4.1602324896988065,1.2649480347771074,3.5,,,,,,,,15.002,0.04,12.907,0.0028,11.6878,0.004,4.916835096961967E-4,J23389+210,G 68-34,15.844,0.01,UCAC4,15.002,0.04,14.206,0.05,UCAC4
J23419+441,5.0,0.14382,0.00917,J23419+441,3.16,0.0,0.002,0.0,64367.032920854006,2.5562776046014697E-4,0.1966288826853154,0.027581102798289712,5.0,,,,2.0,,106.0,6.0,12.99,0.003,10.3793,0.0028,9.017,0.0038,2.5562776046014697E-4,J23419+441,HH And,,,,12.99,0.003,,,
J23428+308,4.5,0.1734,0.0106,J23428+308,12.906,0.006,0.003,0.0,5788.227476447752,3.503663469689437E-4,0.4042526946466706,0.1674419296941204,4.5,,,,,,,,15.112,0.06,12.7988,0.0028,11.5088,0.0038,3.5036634696894366E-4,J23428+308,GJ 1288,16.054,0.01,UCAC4,15.112,0.06,14.4,0.01,UCAC4
J23431+365,4.0,0.21874,0.00965,J23431+365,8.363,0.004,0.006,0.0,27569.870875979213,2.7261643073398683E-4,0.629089681030012,0.09240487087460039,4.0,,,,2.0,,83.6,7.0,13.264,0.001,11.168,0.0029,9.9025,0.0041,2.726164307339869E-4,J23431+365,GJ 1289,,,,13.264,0.001,,,
J23439+647,0.4,,,J23439+647,29.013,0.011,0.0,0.0,0.0,Infinity,23.639836231889458,1.7014396920480435,0.4,,,,,,,,12.036,0.001,10.5054,0.0028,9.4747,0.0039,Infinity,J23439+647,Ross 676,12.85,0.27,APASS9,12.036,0.001,11.359,0.079,APASS9
J23443+216,3.5,,,J23443+216,20.204,0.012,0.0,0.0,0.0,Infinity,4.858264228523547,0.6868496533881169,3.5,,,,,,,,14.063,0.05,12.0286,0.0029,10.8026,0.0043,Infinity,J23443+216,GJ 1290,14.931,0.07,UCAC4,14.063,0.05,13.373,0.04,UCAC4
J23455-161,5.0,,,J23455-161,12.5,0.21,0.0,0.0,0.0,Infinity,1.1806637509410531,0.24795059745225384,5.0,,,,,,,,15.161,0.017,13.2366,0.0043,11.2095,0.0074,Infinity,J23455-161,G 273-130A,,,,15.161,0.017,,,
J23492+024,1.0,0.416,0.012,J23492+024,5.91,0.001,0.026,0.0,239224.73401193792,1.5658916152505694E-5,0.15658290118927332,0.03933382424031265,1.0,,,,2.0,,49.900001525878906,3.5,10.246,0.25,8.1529,0.0028,7.1208,0.0038,1.5658916152505694E-5,J23492+024,BR Psc,10.444,0.03,UCAC4,10.246,0.25,9.416,0.03,UCAC4
J23492+100,4.0,0.4713,0.0189,J23492+100,31.963,0.055,0.024,0.0,7549.598513125055,3.392233513168345E-4,3.131167249212092,0.7250222895492147,4.0,,,,31.0,,,,14.287,0.01,12.3109,0.0028,11.1116,0.0038,3.3922335131683455E-4,J23492+100,G 29-69,15.102,0.02,UCAC4,14.287,0.01,13.849,0.01,UCAC4
J23535+121,2.5,0.7358,0.0266,J23535+121,37.325,0.049,0.07,0.001,16147.528290228562,5.700562809526907E-4,15.347055261148038,2.1690949533521255,2.5,,,,,,,,11.565,0.01,11.2967,0.0028,10.1923,0.0039,5.700562809526908E-4,J23535+121,PM J23535+1206S,12.202,0.01,UCAC4,11.565,0.01,10.744,0.01,UCAC4
J23548+385,4.0,0.31308,0.00995,J23548+385,16.837,0.009,0.01,0.0,11336.480224964345,0.0015712989721549857,6.0432157118316745,0.6842848502022136,4.0,UMa,Karmn,,3.6,1.5,4.797959,0.0014629092,13.91,0.04,11.8792,0.0029,10.6477,0.0045,0.0015712989721549857,J23548+385,RX J2354.8+3831,14.784,0.05,UCAC4,13.91,0.04,13.184,0.06,UCAC4
J23573-129E,4.0,0.487,0.0206,J23573-129E,19.832,0.021,0.02,0.0,16341.976782070613,0.0012039546683634207,9.260819102055992,1.0359879748103884,4.0,,,,,,,,13.777,0.01,11.6806,0.003,10.4093,0.0041,0.001203954668363421,J23573-129E,LP 704-15,14.609,0.01,UCAC4,13.777,0.01,13.018,0.03,UCAC4
J23578+386,3.0,,,J23578+386,25.345,0.149,0.0,0.0,0.0,Infinity,15.954676068688505,1.8880546594555843,3.0,,,,,,,,13.341,0.03,11.6226,0.0031,10.2985,0.0039,Infinity,J23578+386,LP 291-034,14.124,0.05,UCAC4,13.341,0.03,12.62,0.03,UCAC4
J23582-174,1.9,,,J23582-174,33.355,0.049,0.0,0.0,0.0,Infinity,31.692403936392477,3.2247616595216786,1.9,,,,28.6,1.1,0.434093,,12.745,0.01,11.7105,0.0032,10.3237,0.0423,Infinity,J23582-174,LP 764-40 A,13.507,0.01,UCAC4,12.745,0.01,12.009,0.01,UCAC4
